+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+------------------------+-----------------------+--------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Time Elapsed - wo DAMO | Time Elapsed - w DAMO |     Overhead %     |
|    2mb_s10000_a10000_u100000_n2048_m2048     |   2mb    |      10000      |       10000        |      100000     |     2048    |     2048    |      5.164577491       |      86.45991304      | 1574.0946029112451 |
|     2mb_s10000_a10000_u100000_n512_m1024     |   2mb    |      10000      |       10000        |      100000     |     512     |     1024    |      5.163241335       |      31.620319806     | 512.4121991287863  |
|     2mb_s10000_a10000_u100000_n512_m2048     |   2mb    |      10000      |       10000        |      100000     |     512     |     2048    |      5.160042741       |      37.028840358     | 617.6072411916481  |
|     2mb_s10000_a10000_u100000_n512_m512      |   2mb    |      10000      |       10000        |      100000     |     512     |     512     |      5.162430236       |      31.810257348     | 516.1876460077359  |
|     2mb_s10000_a10000_u100000_n64_m1024      |   2mb    |      10000      |       10000        |      100000     |      64     |     1024    |       5.16326138       |      11.83288871      | 129.1746986862788  |
|     2mb_s10000_a10000_u100000_n64_m2048      |   2mb    |      10000      |       10000        |      100000     |      64     |     2048    |      5.162402096       |      11.805158197     | 128.67568193006562 |
|      2mb_s10000_a10000_u100000_n64_m512      |   2mb    |      10000      |       10000        |      100000     |      64     |     512     |      5.161022654       |      11.791488054     | 128.47192978045007 |
|      2mb_s10000_a10000_u100000_n64_m64       |   2mb    |      10000      |       10000        |      100000     |      64     |      64     |      5.162522416       |      11.252841953     | 117.97177903043125 |
|     2mb_s10000_a10000_u10000_n1024_m1024     |   2mb    |      10000      |       10000        |      10000      |     1024    |     1024    |      5.164219126       |      54.501643177     | 955.3704606104664  |
|     2mb_s10000_a10000_u10000_n1024_m2048     |   2mb    |      10000      |       10000        |      10000      |     1024    |     2048    |      5.162367304       |      53.586786003     | 938.0273786694507  |
|      2mb_s10000_a10000_u10000_n16_m1024      |   2mb    |      10000      |       10000        |      10000      |      16     |     1024    |      5.162804343       |      10.127954364     |  96.1715705483205  |
|       2mb_s10000_a10000_u10000_n16_m16       |   2mb    |      10000      |       10000        |      10000      |      16     |      16     |      5.163749068       |       9.9200911       | 92.11024721312037  |
|      2mb_s10000_a10000_u10000_n16_m2048      |   2mb    |      10000      |       10000        |      10000      |      16     |     2048    |      5.162981247       |      10.038455895     | 94.43138401544536  |
|      2mb_s10000_a10000_u10000_n16_m512       |   2mb    |      10000      |       10000        |      10000      |      16     |     512     |      5.163250596       |      10.032191628     |  94.2999171059409  |
|       2mb_s10000_a10000_u10000_n16_m64       |   2mb    |      10000      |       10000        |      10000      |      16     |      64     |      5.161034944       |      10.03805307      | 94.49690186015529  |
|     2mb_s10000_a10000_u10000_n2048_m2048     |   2mb    |      10000      |       10000        |      10000      |     2048    |     2048    |      5.162412448       |      80.71364734      | 1463.486996690273  |
|     2mb_s10000_a10000_u10000_n512_m1024      |   2mb    |      10000      |       10000        |      10000      |     512     |     1024    |      5.163188793       |      33.401472587     | 546.9155772937083  |
|     2mb_s10000_a10000_u10000_n512_m2048      |   2mb    |      10000      |       10000        |      10000      |     512     |     2048    |      5.160242674       |      34.179478165     | 562.3618369192999  |
|      2mb_s10000_a10000_u10000_n512_m512      |   2mb    |      10000      |       10000        |      10000      |     512     |     512     |       5.16436016       |      31.313032121     | 506.3293641588312  |
|      2mb_s10000_a10000_u10000_n64_m1024      |   2mb    |      10000      |       10000        |      10000      |      64     |     1024    |      5.162487439       |      11.807513081     | 128.7175169047418  |
|      2mb_s10000_a10000_u10000_n64_m2048      |   2mb    |      10000      |       10000        |      10000      |      64     |     2048    |      5.161716113       |      11.797224946     | 128.55237846746726 |
|      2mb_s10000_a10000_u10000_n64_m512       |   2mb    |      10000      |       10000        |      10000      |      64     |     512     |      5.161891208       |      11.964973601     | 131.7943776586467  |
|       2mb_s10000_a10000_u10000_n64_m64       |   2mb    |      10000      |       10000        |      10000      |      64     |      64     |      5.161950154       |      11.220934921     | 117.37782400523349 |
|   2mb_s1000_a1000000_u1000000_n1024_m1024    |   2mb    |       1000      |      1000000       |     1000000     |     1024    |     1024    |      5.164996879       |      10.039668612     | 94.37898700035205  |
|   2mb_s1000_a1000000_u1000000_n1024_m2048    |   2mb    |       1000      |      1000000       |     1000000     |     1024    |     2048    |      5.162160237       |      10.070396231     | 95.08104686135104  |
|    2mb_s1000_a1000000_u1000000_n16_m1024     |   2mb    |       1000      |      1000000       |     1000000     |      16     |     1024    |      5.163127642       |      9.463964976      | 83.29907049003378  |
|     2mb_s1000_a1000000_u1000000_n16_m16      |   2mb    |       1000      |      1000000       |     1000000     |      16     |      16     |      5.163114126       |      9.435832177      | 82.75466988970447  |
|    2mb_s1000_a1000000_u1000000_n16_m2048     |   2mb    |       1000      |      1000000       |     1000000     |      16     |     2048    |      5.162064077       |      9.474131986      | 83.53379277511823  |
|     2mb_s1000_a1000000_u1000000_n16_m512     |   2mb    |       1000      |      1000000       |     1000000     |      16     |     512     |      5.161457449       |      9.471831187      | 83.51078703235473  |
|     2mb_s1000_a1000000_u1000000_n16_m64      |   2mb    |       1000      |      1000000       |     1000000     |      16     |      64     |      5.163359505       |      9.472938969      | 83.46464079882038  |
|   2mb_s1000_a1000000_u1000000_n2048_m2048    |   2mb    |       1000      |      1000000       |     1000000     |     2048    |     2048    |      5.162375043       |      10.632794781     | 105.96711189005335 |
|    2mb_s1000_a1000000_u1000000_n512_m1024    |   2mb    |       1000      |      1000000       |     1000000     |     512     |     1024    |      5.161893492       |      9.715919138      | 88.22393668249676  |
|    2mb_s1000_a1000000_u1000000_n512_m2048    |   2mb    |       1000      |      1000000       |     1000000     |     512     |     2048    |      5.163179739       |      9.789820575      |  89.6083628670282  |
|    2mb_s1000_a1000000_u1000000_n512_m512     |   2mb    |       1000      |      1000000       |     1000000     |     512     |     512     |      5.162028239       |      9.780786895      | 89.47565650851142  |
|    2mb_s1000_a1000000_u1000000_n64_m1024     |   2mb    |       1000      |      1000000       |     1000000     |      64     |     1024    |      5.161709568       |      9.495089601      | 83.95241878513998  |
|    2mb_s1000_a1000000_u1000000_n64_m2048     |   2mb    |       1000      |      1000000       |     1000000     |      64     |     2048    |      5.164323461       |      9.518237088      | 84.30753146815717  |
|     2mb_s1000_a1000000_u1000000_n64_m512     |   2mb    |       1000      |      1000000       |     1000000     |      64     |     512     |      5.164621826       |      9.505424314      | 84.04879648975097  |
|     2mb_s1000_a1000000_u1000000_n64_m64      |   2mb    |       1000      |      1000000       |     1000000     |      64     |      64     |      5.162049746       |      9.467876976      | 83.41312931624738  |
|    2mb_s1000_a100000_u1000000_n1024_m1024    |   2mb    |       1000      |       100000       |     1000000     |     1024    |     1024    |      5.165253452       |      15.084781985     | 192.0434035847579  |
|    2mb_s1000_a100000_u1000000_n1024_m2048    |   2mb    |       1000      |       100000       |     1000000     |     1024    |     2048    |      5.163648785       |      15.116545619     |  192.74929896302   |
|     2mb_s1000_a100000_u1000000_n16_m1024     |   2mb    |       1000      |       100000       |     1000000     |      16     |     1024    |      5.162721853       |      9.736536825      | 88.59309298916051  |
|      2mb_s1000_a100000_u1000000_n16_m16      |   2mb    |       1000      |       100000       |     1000000     |      16     |      16     |      5.163636667       |      9.535324758      | 84.66296861936047  |
|     2mb_s1000_a100000_u1000000_n16_m2048     |   2mb    |       1000      |       100000       |     1000000     |      16     |     2048    |      5.161492162       |       9.61853562      | 86.35184009023008  |
|     2mb_s1000_a100000_u1000000_n16_m512      |   2mb    |       1000      |       100000       |     1000000     |      16     |     512     |      5.161258659       |      9.864316133      | 91.12229757752975  |
|      2mb_s1000_a100000_u1000000_n16_m64      |   2mb    |       1000      |       100000       |     1000000     |      16     |      64     |       5.16283609       |      9.610738696      | 86.15231102562468  |
|    2mb_s1000_a100000_u1000000_n2048_m2048    |   2mb    |       1000      |       100000       |     1000000     |     2048    |     2048    |      5.163355951       |      21.611532916     | 318.5559376710111  |
